week_start,cases,deaths,recovered,active_now,active_delta,total_cases,total_deaths,recovered_total,ws_covid,ws_share_covid,ws_боль_в_горле,ws_share_боль_в_горле,ws_ковид,ws_share_ковид,ws_коронавирус,ws_share_коронавирус,ws_кт_легких,ws_share_кт_легких,ws_ломота,ws_share_ломота,ws_нет_запахов,ws_share_нет_запахов,ws_одышка,ws_share_одышка,ws_пневмония,ws_share_пневмония,ws_положительный_тест_ковид,ws_share_положительный_тест_ковид,ws_потеря_вкуса,ws_share_потеря_вкуса,ws_пропало_обоняние,ws_share_пропало_обоняние,ws_пцр_тест,ws_share_пцр_тест,ws_сатурация,ws_share_сатурация,ws_симптомы_ковида,ws_share_симптомы_ковида,ws_сухой_кашель,ws_share_сухой_кашель,ws_температура_38,ws_share_температура_38,ws_температура_39,ws_share_температура_39,ws_тест_на_ковид,ws_share_тест_на_ковид,ws_чем_лечить_ковид,ws_share_чем_лечить_ковид,ws_экспресс_тест_ковид,ws_share_экспресс_тест_ковид,temp_mean,temp_min,temp_max,humidity_mean,pressure_mean,wind_speed_mean,precip_sum,weekend_days,holiday_days,short_work_days,school_break_days,is_holiday_week,is_school_break_week,is_school_start_week,is_new_year_period,is_may_holiday_period,restriction_level,mask_mandate,remote_work,year,month,quarter,weekofyear
2024-03-18,4991.0,13.0,4989.0,139993.0,-11.0,3733365.0,49684.0,3543688.0,5196.0,0.00098,15336.0,0.0029,36808.0,0.007,38551.0,0.0073,7114.0,0.00135,2069.0,0.00039,1069.0,0.0002,6259.0,0.00119,38979.0,0.0074,204.0,3.8e-05,196.0,3.7e-05,860.0,0.000163,3728.0,0.0007,5798.0,0.0011,2968.0,0.00056,19557.0,0.0037,6894.0,0.0013,4550.0,0.00086,4008.0,0.00076,224.0,4.2e-05,1122.0,0.00021,3.061,-3.6,8.9,74.071,748.384,0.714,15.5,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,3,1,12
2024-03-25,4181.0,13.0,4677.0,139484.0,-509.0,3737546.0,49697.0,3548365.0,5163.0,0.00101,14812.0,0.0029,31821.0,0.0062,31226.0,0.0061,6452.0,0.00126,1937.0,0.00037,977.0,0.00019,6410.0,0.00125,36964.0,0.0072,183.0,3.5e-05,203.0,3.9e-05,812.0,0.000159,3725.0,0.00073,5627.0,0.0011,2200.0,0.00043,18022.0,0.0035,6904.0,0.0013,4638.0,0.0009,3566.0,0.00069,185.0,3.6e-05,1064.0,0.0002,5.911,-2.3,16.0,65.446,744.654,1.036,3.2,2.0,0,0,7,0,1,0,0,0,0,0,0,2024,3,1,13
2024-04-01,3599.0,11.0,4220.0,138852.0,-632.0,3741145.0,49708.0,3552585.0,4972.0,0.00096,14403.0,0.0027,30842.0,0.0059,33754.0,0.0065,6399.0,0.00123,1744.0,0.00033,943.0,0.00018,6145.0,0.00118,35764.0,0.0069,187.0,3.6e-05,191.0,3.6e-05,723.0,0.000139,3456.0,0.00066,6251.0,0.0012,1888.0,0.00036,17230.0,0.0033,6734.0,0.0013,4608.0,0.00088,3331.0,0.00064,183.0,3.5e-05,891.0,0.00017,8.961,-2.2,22.6,63.839,743.784,1.375,3.8,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,4,2,14
2024-04-08,3072.0,10.0,3561.0,138353.0,-499.0,3744217.0,49718.0,3556146.0,4402.0,0.00088,13170.0,0.0026,27028.0,0.0054,26976.0,0.0054,6204.0,0.00124,1703.0,0.00034,953.0,0.00019,6266.0,0.00126,33759.0,0.0067,161.0,3.2e-05,180.0,3.6e-05,605.0,0.000121,3248.0,0.00065,6087.0,0.00122,1494.0,0.0003,15801.0,0.0031,6307.0,0.0012,4330.0,0.00087,2914.0,0.00058,192.0,3.8e-05,826.0,0.00016,12.33,4.6,19.0,70.143,748.157,1.0,14.7,2.0,0,0,7,0,1,0,0,0,0,0,0,2024,4,2,15
2024-04-15,2461.0,10.0,3008.0,137796.0,-557.0,3746678.0,49728.0,3559154.0,4861.0,0.00092,13382.0,0.0025,26914.0,0.0051,28432.0,0.0054,6576.0,0.00125,1581.0,0.0003,1011.0,0.00019,6021.0,0.00114,31948.0,0.006,142.0,2.7e-05,166.0,3.1e-05,571.0,0.000108,3639.0,0.00069,5721.0,0.00108,1421.0,0.00027,15376.0,0.0029,6021.0,0.0011,4215.0,0.0008,2767.0,0.00052,128.0,2.4e-05,787.0,0.00014,8.607,3.0,17.4,69.268,739.973,1.143,43.7,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,4,2,16
2024-04-22,2178.0,7.0,2423.0,137544.0,-252.0,3748856.0,49735.0,3561577.0,5218.0,0.001,13588.0,0.0026,26767.0,0.0051,29557.0,0.0056,6521.0,0.00125,1724.0,0.00033,1125.0,0.00021,5473.0,0.00105,30823.0,0.0059,121.0,2.3e-05,201.0,3.8e-05,661.0,0.000127,3472.0,0.00066,5089.0,0.00097,1733.0,0.00033,14888.0,0.0028,6501.0,0.0012,4190.0,0.0008,2964.0,0.00056,159.0,3e-05,884.0,0.00016,12.566,2.6,21.5,65.518,748.675,1.179,31.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,4,2,17
2024-04-29,2124.0,6.0,2204.0,137458.0,-86.0,3750980.0,49741.0,3563781.0,5015.0,0.00111,12235.0,0.0027,24083.0,0.0053,30633.0,0.0068,4598.0,0.00102,1458.0,0.00032,958.0,0.00021,4736.0,0.00105,26355.0,0.0058,71.0,1.5e-05,220.0,4.9e-05,586.0,0.00013,2741.0,0.00061,3895.0,0.00086,1559.0,0.00034,13977.0,0.0031,5556.0,0.0012,3751.0,0.00083,2518.0,0.00056,101.0,2.2e-05,681.0,0.00015,11.061,0.8,22.4,52.554,751.575,1.536,15.8,2.0,3,0,0,1,0,0,0,1,0,0,0,2024,4,2,18
2024-05-06,1441.0,2.0,2033.0,136864.0,-594.0,3752421.0,49743.0,3565814.0,6347.0,0.00129,12114.0,0.0024,25189.0,0.0051,34220.0,0.0069,5216.0,0.00106,1548.0,0.00031,904.0,0.00018,5080.0,0.00103,27127.0,0.0055,77.0,1.5e-05,166.0,3.3e-05,557.0,0.000113,3046.0,0.00062,4299.0,0.00087,1420.0,0.00028,13758.0,0.0028,5401.0,0.0011,3645.0,0.00074,2590.0,0.00052,119.0,2.4e-05,607.0,0.00012,4.718,-1.1,12.0,66.554,745.668,1.786,24.1,2.0,3,1,0,1,0,0,0,1,0,0,0,2024,5,2,19
2024-05-13,1243.0,1.0,1461.0,136645.0,-219.0,3753664.0,49744.0,3567275.0,6221.0,0.00121,12689.0,0.0024,28321.0,0.0055,34084.0,0.0066,6234.0,0.00122,1708.0,0.00033,949.0,0.00018,5484.0,0.00107,28839.0,0.0056,115.0,2.2e-05,247.0,4.8e-05,554.0,0.000108,3776.0,0.00073,4659.0,0.00091,1463.0,0.00028,13119.0,0.0025,5738.0,0.0011,3844.0,0.00075,3071.0,0.0006,115.0,2.2e-05,756.0,0.00014,11.977,0.8,20.8,56.179,752.309,0.804,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,5,2,20
2024-05-20,1915.0,6.0,1277.0,137277.0,632.0,3755579.0,49750.0,3568552.0,6320.0,0.00131,12659.0,0.0026,35891.0,0.0074,41446.0,0.0086,5753.0,0.00119,1424.0,0.00029,1007.0,0.0002,5173.0,0.00107,27242.0,0.0056,170.0,3.5e-05,182.0,3.7e-05,593.0,0.000123,3349.0,0.00069,4382.0,0.0009,4239.0,0.00087,12922.0,0.0026,5554.0,0.0011,3801.0,0.00078,3358.0,0.00069,211.0,4.3e-05,838.0,0.00017,17.616,9.4,24.5,45.589,754.637,0.714,4.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,5,2,21
2024-05-27,2224.0,9.0,1932.0,137560.0,283.0,3757803.0,49759.0,3570484.0,6042.0,0.00129,11417.0,0.0024,30928.0,0.0066,35142.0,0.0075,5352.0,0.00114,1462.0,0.00031,852.0,0.00018,5035.0,0.00107,26906.0,0.0057,132.0,2.8e-05,150.0,3.2e-05,559.0,0.000119,3452.0,0.00073,4272.0,0.00091,3491.0,0.00074,12428.0,0.0026,5607.0,0.0011,4061.0,0.00086,3190.0,0.00068,179.0,3.8e-05,833.0,0.00017,21.42,11.3,29.8,52.464,750.482,0.679,14.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,5,2,22
2024-06-03,2222.0,1.0,2208.0,137573.0,13.0,3760025.0,49760.0,3572692.0,4493.0,0.00097,10108.0,0.0022,24501.0,0.0053,26140.0,0.0056,4781.0,0.00104,1412.0,0.0003,852.0,0.00018,4886.0,0.00106,25086.0,0.0054,105.0,2.2e-05,127.0,2.7e-05,447.0,9.7e-05,2902.0,0.00063,4127.0,0.00089,2186.0,0.00047,11360.0,0.0024,5400.0,0.0011,3914.0,0.00085,2242.0,0.00048,165.0,3.5e-05,610.0,0.00013,19.477,13.4,26.6,70.321,743.275,0.839,139.2,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,6,2,23
2024-06-10,1811.0,9.0,2127.0,137248.0,-325.0,3761836.0,49769.0,3574819.0,3909.0,0.00086,9343.0,0.002,22102.0,0.0048,25298.0,0.0056,4255.0,0.00094,1400.0,0.00031,821.0,0.00018,4534.0,0.001,22880.0,0.005,93.0,2e-05,133.0,2.9e-05,402.0,8.9e-05,2109.0,0.00046,4284.0,0.00094,1838.0,0.0004,9832.0,0.0021,4801.0,0.001,3748.0,0.00083,1842.0,0.0004,146.0,3.2e-05,513.0,0.00011,19.786,12.7,27.1,76.446,745.102,0.946,105.4,2.0,2,1,0,1,0,0,0,0,0,0,0,2024,6,2,24
2024-06-17,1294.0,9.0,1719.0,136814.0,-434.0,3763130.0,49778.0,3576538.0,3283.0,0.00073,8869.0,0.0019,20308.0,0.0045,21502.0,0.0048,4548.0,0.00101,1374.0,0.0003,751.0,0.00016,4257.0,0.00095,22694.0,0.005,78.0,1.7e-05,118.0,2.6e-05,339.0,7.5e-05,2261.0,0.0005,3881.0,0.00086,1379.0,0.0003,9194.0,0.002,4582.0,0.001,3649.0,0.00081,1920.0,0.00042,105.0,2.3e-05,529.0,0.00011,19.002,11.6,25.6,71.893,743.595,1.161,107.8,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,6,2,25
2024-06-24,1299.0,6.0,1278.0,136829.0,15.0,3764429.0,49784.0,3577816.0,2929.0,0.00069,8994.0,0.0021,18225.0,0.0043,17531.0,0.0041,3927.0,0.00093,1353.0,0.00032,615.0,0.00014,4088.0,0.00096,21233.0,0.005,66.0,1.5e-05,111.0,2.6e-05,391.0,9.2e-05,1933.0,0.00045,3694.0,0.00087,1182.0,0.00027,8364.0,0.0019,4818.0,0.0011,3414.0,0.0008,1790.0,0.00042,114.0,2.6e-05,560.0,0.00013,20.623,11.6,30.2,62.893,747.009,1.0,15.9,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,6,2,26
2024-07-01,1394.0,2.0,1276.0,136945.0,116.0,3765823.0,49786.0,3579092.0,2543.0,0.0006,8660.0,0.002,16531.0,0.0039,16522.0,0.0039,3983.0,0.00094,1089.0,0.00025,697.0,0.00016,3207.0,0.00076,20441.0,0.0048,93.0,2.2e-05,129.0,3e-05,332.0,7.8e-05,1595.0,0.00037,3444.0,0.00081,940.0,0.00022,7532.0,0.0017,4981.0,0.0011,3690.0,0.00087,1597.0,0.00038,108.0,2.5e-05,442.0,0.0001,24.368,13.4,33.1,60.946,744.877,0.821,26.4,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,7,3,27
2024-07-08,1534.0,6.0,1442.0,137031.0,86.0,3767357.0,49792.0,3580534.0,2498.0,0.00061,8670.0,0.0021,17339.0,0.0042,17697.0,0.0043,4152.0,0.00102,1227.0,0.0003,712.0,0.00017,2825.0,0.00069,20552.0,0.005,68.0,1.6e-05,98.0,2.4e-05,325.0,7.9e-05,1739.0,0.00042,3635.0,0.00089,1049.0,0.00025,7446.0,0.0018,4816.0,0.0011,3773.0,0.00092,1584.0,0.00038,97.0,2.3e-05,502.0,0.00012,23.393,14.3,29.7,59.232,751.529,0.821,8.3,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,7,3,28
2024-07-15,1425.0,7.0,1441.0,137008.0,-23.0,3768782.0,49799.0,3581975.0,2820.0,0.00068,8450.0,0.002,18769.0,0.0045,19185.0,0.0046,4049.0,0.00098,1333.0,0.00032,725.0,0.00017,2977.0,0.00072,20965.0,0.005,100.0,2.4e-05,96.0,2.3e-05,326.0,7.9e-05,1590.0,0.00038,3817.0,0.00092,1105.0,0.00026,7515.0,0.0018,5078.0,0.0012,3985.0,0.00096,1949.0,0.00047,132.0,3.2e-05,605.0,0.00014,22.391,16.6,29.8,75.696,746.846,0.75,34.1,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,7,3,29
2024-07-22,1506.0,7.0,1445.0,137062.0,54.0,3770288.0,49806.0,3583420.0,2679.0,0.00065,9589.0,0.0023,19745.0,0.0047,19707.0,0.0047,4120.0,0.001,1433.0,0.00034,743.0,0.00018,2922.0,0.0007,20675.0,0.005,91.0,2.2e-05,144.0,3.4e-05,315.0,7.6e-05,1531.0,0.00037,3532.0,0.00085,1446.0,0.00035,8272.0,0.002,5026.0,0.0012,3900.0,0.00094,1856.0,0.00045,142.0,3.4e-05,497.0,0.00012,20.273,13.3,27.0,67.125,746.025,0.696,28.9,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,7,3,30
2024-07-29,1803.0,6.0,1407.0,137452.0,390.0,3772091.0,49812.0,3584827.0,3097.0,0.00074,9911.0,0.0023,21854.0,0.0052,21017.0,0.005,4399.0,0.00105,1575.0,0.00037,715.0,0.00017,3262.0,0.00078,21488.0,0.0051,135.0,3.2e-05,103.0,2.4e-05,408.0,9.7e-05,1525.0,0.00036,3717.0,0.00089,1575.0,0.00037,9435.0,0.0022,5050.0,0.0012,3885.0,0.00093,2334.0,0.00055,158.0,3.7e-05,632.0,0.00015,17.371,14.2,22.7,83.929,738.718,0.768,44.2,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,7,3,31
2024-08-05,2524.0,0.0,1884.0,138092.0,640.0,3774615.0,49812.0,3586711.0,3511.0,0.00083,10479.0,0.0025,33571.0,0.008,28837.0,0.0068,4298.0,0.00102,1601.0,0.00038,677.0,0.00016,3214.0,0.00076,22454.0,0.0053,141.0,3.3e-05,165.0,3.9e-05,481.0,0.000114,1682.0,0.0004,3619.0,0.00086,4548.0,0.00108,10151.0,0.0024,5146.0,0.0012,3882.0,0.00092,3165.0,0.00075,263.0,6.2e-05,965.0,0.00023,18.648,13.6,24.7,79.857,743.588,0.714,26.7,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,8,3,32
2024-08-12,3227.0,4.0,2534.0,138781.0,689.0,3777842.0,49816.0,3589245.0,3583.0,0.00087,11232.0,0.0027,39226.0,0.0095,33749.0,0.0082,4195.0,0.00101,1618.0,0.00039,694.0,0.00016,3116.0,0.00075,23662.0,0.0057,216.0,5.2e-05,130.0,3.1e-05,505.0,0.000122,1918.0,0.00046,4003.0,0.00097,6140.0,0.00149,11443.0,0.0027,5068.0,0.0012,3487.0,0.00084,4116.0,0.001,266.0,6.4e-05,1166.0,0.00028,17.341,10.3,26.6,73.536,744.534,1.071,12.8,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,8,3,33
2024-08-19,3940.0,2.0,3385.0,139334.0,553.0,3781782.0,49818.0,3592630.0,4019.0,0.00095,11858.0,0.0028,45366.0,0.0107,34901.0,0.0082,4448.0,0.00105,1682.0,0.00039,768.0,0.00018,3213.0,0.00076,25282.0,0.006,269.0,6.3e-05,116.0,2.7e-05,626.0,0.000148,2311.0,0.00054,4494.0,0.00106,7638.0,0.00181,12202.0,0.0028,5582.0,0.0013,3690.0,0.00087,5182.0,0.00123,417.0,9.8e-05,1371.0,0.00032,19.509,12.6,27.1,72.804,748.807,0.607,13.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,8,3,34
2024-08-26,4828.0,2.0,3868.0,140292.0,958.0,3786610.0,49820.0,3596498.0,4113.0,0.00095,11635.0,0.0026,47013.0,0.0108,31810.0,0.0073,4878.0,0.00112,1621.0,0.00037,765.0,0.00017,3181.0,0.00073,27461.0,0.0063,244.0,5.6e-05,181.0,4.1e-05,675.0,0.000156,2657.0,0.00061,4584.0,0.00106,7497.0,0.00173,13317.0,0.003,5927.0,0.0013,4019.0,0.00093,5545.0,0.00128,512.0,0.000118,1581.0,0.00036,21.293,12.6,29.1,67.893,755.096,0.554,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,2024,8,3,35
2024-09-02,5050.0,7.0,4788.0,140547.0,255.0,3791660.0,49827.0,3601286.0,3831.0,0.00089,12922.0,0.003,44648.0,0.0104,29682.0,0.0069,4884.0,0.00113,1709.0,0.00039,796.0,0.00018,3435.0,0.0008,29665.0,0.0069,266.0,6.2e-05,149.0,3.4e-05,551.0,0.000128,2376.0,0.00055,4214.0,0.00098,7189.0,0.00167,14026.0,0.0032,5509.0,0.0012,3873.0,0.0009,5152.0,0.0012,462.0,0.000107,1467.0,0.00034,17.725,8.6,27.1,65.661,758.721,0.464,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,9,3,36
2024-09-09,5769.0,8.0,5057.0,141251.0,704.0,3797429.0,49835.0,3606343.0,3990.0,0.00085,16828.0,0.0036,52356.0,0.0112,35841.0,0.0077,5754.0,0.00123,1901.0,0.0004,973.0,0.0002,3905.0,0.00084,40354.0,0.0086,346.0,7.4e-05,176.0,3.7e-05,708.0,0.000152,2948.0,0.00063,5172.0,0.00111,8484.0,0.00182,19285.0,0.0041,6415.0,0.0013,4288.0,0.00092,6583.0,0.00141,524.0,0.000112,1803.0,0.00038,19.984,10.7,26.8,56.554,753.0,0.857,0.3,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,9,3,37
2024-09-16,7196.0,8.0,5737.0,142702.0,1451.0,3804625.0,49843.0,3612080.0,4445.0,0.00093,16853.0,0.0035,56172.0,0.0117,41582.0,0.0087,5845.0,0.00122,2061.0,0.00043,966.0,0.0002,4797.0,0.001,44578.0,0.0093,376.0,7.8e-05,157.0,3.2e-05,735.0,0.000154,3049.0,0.00063,5239.0,0.00109,8861.0,0.00185,22658.0,0.0047,6449.0,0.0013,4360.0,0.00091,6787.0,0.00142,623.0,0.00013,1855.0,0.00038,15.914,7.2,25.7,66.536,756.929,0.768,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,9,3,38
2024-09-23,6736.0,6.0,7175.0,142257.0,-445.0,3811361.0,49849.0,3619255.0,4534.0,0.00092,16489.0,0.0033,53027.0,0.0108,39900.0,0.0081,6131.0,0.00124,2013.0,0.00041,894.0,0.00018,5015.0,0.00102,45409.0,0.0092,350.0,7.1e-05,150.0,3e-05,792.0,0.000161,3628.0,0.00073,5746.0,0.00117,8764.0,0.00178,23602.0,0.0048,6377.0,0.0012,4346.0,0.00088,6309.0,0.00128,605.0,0.000123,1723.0,0.00035,14.998,2.2,23.1,63.482,750.32,0.875,22.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,9,3,39
2024-09-30,5992.0,11.0,6699.0,141539.0,-718.0,3817353.0,49860.0,3625954.0,5125.0,0.00101,15577.0,0.003,43518.0,0.0086,30750.0,0.0061,6379.0,0.00126,1895.0,0.00037,985.0,0.00019,5061.0,0.001,46850.0,0.0093,258.0,5.1e-05,137.0,2.7e-05,700.0,0.000139,2768.0,0.00055,5659.0,0.00112,6676.0,0.00132,24344.0,0.0048,6169.0,0.0012,4073.0,0.0008,4904.0,0.00097,445.0,8.8e-05,1259.0,0.00025,11.141,4.8,21.2,75.321,751.032,0.875,25.1,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,9,3,40
2024-10-07,5079.0,8.0,5952.0,140658.0,-881.0,3822432.0,49868.0,3631906.0,4866.0,0.00095,15543.0,0.003,37971.0,0.0074,25896.0,0.005,6746.0,0.00132,1991.0,0.00039,983.0,0.00019,5771.0,0.00113,49659.0,0.0097,238.0,4.6e-05,138.0,2.7e-05,661.0,0.00013,2797.0,0.00055,6325.0,0.00124,5280.0,0.00103,24741.0,0.0048,6260.0,0.0012,4359.0,0.00085,3832.0,0.00075,345.0,6.7e-05,1046.0,0.0002,9.438,3.4,16.1,86.911,747.045,1.464,61.5,2.0,0,0,7,0,1,0,0,0,0,0,0,2024,10,4,41
2024-10-14,4131.0,12.0,5059.0,139718.0,-940.0,3826563.0,49880.0,3636965.0,4248.0,0.00089,14176.0,0.0029,29535.0,0.0062,22608.0,0.0047,5896.0,0.00124,1798.0,0.00038,969.0,0.0002,5299.0,0.00112,60200.0,0.0127,214.0,4.5e-05,129.0,2.7e-05,543.0,0.000114,2581.0,0.00054,5344.0,0.00113,3269.0,0.00069,21813.0,0.0046,5791.0,0.0012,4136.0,0.00087,3564.0,0.00075,250.0,5.2e-05,1078.0,0.00022,4.571,-1.9,12.5,82.179,755.479,0.929,33.0,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,10,4,42
2024-10-21,3788.0,12.0,4058.0,139436.0,-282.0,3830351.0,49892.0,3641023.0,4695.0,0.0009,16073.0,0.0031,33218.0,0.0064,24452.0,0.0047,7250.0,0.00139,2095.0,0.0004,1060.0,0.0002,6169.0,0.00119,77738.0,0.0149,258.0,4.9e-05,154.0,2.9e-05,559.0,0.000107,3044.0,0.00058,6409.0,0.00123,3611.0,0.00069,25167.0,0.0048,6896.0,0.0013,4880.0,0.00094,3984.0,0.00076,287.0,5.5e-05,1175.0,0.00022,7.452,1.3,13.1,78.929,752.789,0.964,13.9,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,10,4,43
2024-10-28,4249.0,13.0,3770.0,139902.0,466.0,3834600.0,49905.0,3644793.0,4271.0,0.00083,15746.0,0.003,31599.0,0.0061,22526.0,0.0043,7128.0,0.00138,1864.0,0.00036,1051.0,0.0002,6163.0,0.00119,70948.0,0.0137,208.0,4e-05,127.0,2.4e-05,690.0,0.000134,3030.0,0.00058,6650.0,0.00129,3432.0,0.00066,24202.0,0.0047,6453.0,0.0012,4599.0,0.00089,3594.0,0.00069,271.0,5.2e-05,1006.0,0.00019,4.273,-1.0,9.1,84.286,741.78,1.143,74.7,2.0,0,1,7,0,1,0,0,0,0,0,0,2024,10,4,44
2024-11-04,4088.0,14.0,4325.0,139651.0,-251.0,3838688.0,49919.0,3649118.0,4894.0,0.0009,15304.0,0.0028,31068.0,0.0057,26918.0,0.0049,6274.0,0.00115,1951.0,0.00036,1156.0,0.00021,6040.0,0.00111,64091.0,0.0118,206.0,3.8e-05,214.0,3.9e-05,690.0,0.000127,3019.0,0.00055,6243.0,0.00115,2961.0,0.00054,24246.0,0.0044,6519.0,0.0012,4790.0,0.00088,3367.0,0.00062,238.0,4.3e-05,1054.0,0.00019,2.695,-1.7,7.3,83.679,751.77,1.357,23.0,2.0,1,0,1,1,1,0,0,0,0,0,0,2024,11,4,45
2024-11-11,3805.0,5.0,4209.0,139242.0,-409.0,3842493.0,49924.0,3653327.0,6302.0,0.00112,16389.0,0.0029,33505.0,0.0059,28452.0,0.005,6989.0,0.00124,1986.0,0.00035,1224.0,0.00021,6643.0,0.00118,71548.0,0.0127,231.0,4.1e-05,166.0,2.9e-05,683.0,0.000121,3283.0,0.00058,6680.0,0.00119,2892.0,0.00051,23963.0,0.0042,6835.0,0.0012,5301.0,0.00094,3807.0,0.00067,274.0,4.8e-05,1069.0,0.00019,1.586,-0.3,6.0,82.232,749.659,0.982,8.9,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,11,4,46
2024-11-18,4316.0,12.0,3701.0,139845.0,603.0,3846809.0,49936.0,3657028.0,5075.0,0.00096,15676.0,0.0029,32542.0,0.0061,23296.0,0.0044,6719.0,0.00127,1869.0,0.00035,1009.0,0.00019,6384.0,0.00121,67304.0,0.0128,236.0,4.4e-05,122.0,2.3e-05,541.0,0.000102,2916.0,0.00055,8027.0,0.00152,3185.0,0.0006,22181.0,0.0042,6296.0,0.0011,5288.0,0.001,3748.0,0.00071,232.0,4.4e-05,1072.0,0.0002,2.662,-2.5,8.9,82.661,739.407,1.607,69.5,2.0,0,0,7,0,1,0,0,0,0,0,0,2024,11,4,47
2024-11-25,4959.0,11.0,4305.0,140488.0,643.0,3851768.0,49947.0,3661333.0,5399.0,0.00092,17589.0,0.003,36966.0,0.0063,30293.0,0.0052,7603.0,0.0013,1950.0,0.00033,1264.0,0.00021,6964.0,0.00119,100526.0,0.0172,211.0,3.6e-05,183.0,3.1e-05,657.0,0.000112,3372.0,0.00057,7802.0,0.00134,3258.0,0.00056,24298.0,0.0041,7145.0,0.0012,5935.0,0.00102,3941.0,0.00067,227.0,3.9e-05,1062.0,0.00018,-0.725,-5.6,1.9,86.143,756.42,0.821,1.6,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,11,4,48
2024-12-02,4809.0,11.0,4893.0,140393.0,-95.0,3856577.0,49958.0,3666226.0,5793.0,0.00105,17510.0,0.0031,35073.0,0.0063,28305.0,0.0051,7670.0,0.00139,2052.0,0.00037,1102.0,0.0002,6066.0,0.0011,104475.0,0.019,254.0,4.6e-05,165.0,3e-05,618.0,0.000112,3267.0,0.00059,7273.0,0.00132,3012.0,0.00054,24010.0,0.0043,7127.0,0.0012,5285.0,0.00096,3707.0,0.00067,277.0,5e-05,1067.0,0.00019,-2.059,-6.4,1.3,86.196,757.961,1.536,41.1,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,12,4,49
2024-12-09,5208.0,7.0,4977.0,140617.0,224.0,3861785.0,49965.0,3671203.0,4953.0,0.00089,18581.0,0.0033,34610.0,0.0062,24451.0,0.0044,7076.0,0.00128,1948.0,0.00035,1161.0,0.00021,6856.0,0.00124,75185.0,0.0136,248.0,4.5e-05,179.0,3.2e-05,653.0,0.000118,3121.0,0.00056,6959.0,0.00126,2849.0,0.00051,24688.0,0.0044,7749.0,0.0014,6059.0,0.0011,3857.0,0.0007,287.0,5.2e-05,1045.0,0.00018,-3.934,-9.7,-0.7,84.911,747.582,1.375,21.7,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,12,4,50
2024-12-16,4930.0,13.0,5193.0,140341.0,-276.0,3866715.0,49978.0,3676396.0,5112.0,0.00089,19007.0,0.0033,34845.0,0.0061,23567.0,0.0041,7209.0,0.00126,2472.0,0.00043,1262.0,0.00022,7368.0,0.00129,70393.0,0.0123,238.0,4.1e-05,165.0,2.8e-05,682.0,0.000119,3054.0,0.00053,8173.0,0.00143,3570.0,0.00062,25903.0,0.0045,8841.0,0.0015,6925.0,0.00121,3901.0,0.00068,297.0,5.2e-05,1090.0,0.00019,-3.405,-16.3,3.3,83.268,737.282,1.411,21.8,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,12,4,51
2024-12-23,3958.0,16.0,4843.0,139440.0,-901.0,3870673.0,49994.0,3681239.0,4178.0,0.00077,19491.0,0.0036,33877.0,0.0062,24026.0,0.0044,6572.0,0.00121,2368.0,0.00043,1035.0,0.00019,6798.0,0.00125,63541.0,0.0117,234.0,4.3e-05,177.0,3.2e-05,678.0,0.000125,2278.0,0.00042,6945.0,0.00128,3675.0,0.00067,26532.0,0.0049,8833.0,0.0016,7643.0,0.00141,3713.0,0.00068,321.0,5.9e-05,1108.0,0.0002,-0.029,-3.5,1.8,90.607,754.495,0.696,2.9,2.0,0,0,0,0,0,0,0,0,0,0,0,2024,12,4,52
