year,month,day,date,total_cases,cases_day,total_deaths,deaths_day,fatality_percent,recovered_total,recovered_day,active_now,active_delta
2025,3,18,18.03.2025,3885719,725,50067,4,0.0,3699346,816,136306,-95
2025,3,11,11.03.2025,3884994,864,50063,5,0.0,3698530,885,136401,-26
2025,3,4,04.03.2025,3884130,903,50058,2,0.0,3697645,957,136427,-56
2025,2,25,25.02.2025,3883227,996,50056,1,0.0,3696688,1020,136483,-25
2025,2,18,18.02.2025,3882231,939,50055,1,0.0,3695668,937,136508,1
2025,2,11,11.02.2025,3881292,1036,50054,4,0.0,3694731,1210,136507,-178
2025,2,4,04.02.2025,3880256,1212,50050,2,0.0,3693521,1240,136685,-30
2025,1,28,28.01.2025,3879044,1241,50048,,,3692281,1401,136715,-160
2025,1,21,21.01.2025,3877803,1280,50048,7,0.01,3690880,1559,136875,-286
2025,1,14,14.01.2025,3876523,1494,50041,14,0.01,3689321,1224,137161,256
2025,1,7,07.01.2025,3875029,1362,50027,17,0.01,3688097,2762,136905,-1417
2024,12,31,31.12.2024,3873667,2994,50010,16,0.01,3685335,4096,138322,-1118
2024,12,24,24.12.2024,3870673,3958,49994,16,0.01,3681239,4843,139440,-901
2024,12,17,17.12.2024,3866715,4930,49978,13,0.01,3676396,5193,140341,-276
2024,12,10,10.12.2024,3861785,5208,49965,7,0.0,3671203,4977,140617,224
2024,12,3,03.12.2024,3856577,4809,49958,11,0.01,3666226,4893,140393,-95
2024,11,26,26.11.2024,3851768,4959,49947,11,0.01,3661333,4305,140488,643
2024,11,19,19.11.2024,3846809,4316,49936,12,0.01,3657028,3701,139845,603
2024,11,12,12.11.2024,3842493,3805,49924,5,0.0,3653327,4209,139242,-409
2024,11,5,05.11.2024,3838688,4088,49919,14,0.01,3649118,4325,139651,-251
2024,10,29,29.10.2024,3834600,4249,49905,13,0.01,3644793,3770,139902,466
2024,10,22,22.10.2024,3830351,3788,49892,12,0.01,3641023,4058,139436,-282
2024,10,15,15.10.2024,3826563,4131,49880,12,0.01,3636965,5059,139718,-940
2024,10,8,08.10.2024,3822432,5079,49868,8,0.01,3631906,5952,140658,-881
2024,10,1,01.10.2024,3817353,5992,49860,11,0.01,3625954,6699,141539,-718
2024,9,24,24.09.2024,3811361,6736,49849,6,0.0,3619255,7175,142257,-445
2024,9,17,17.09.2024,3804625,7196,49843,8,0.01,3612080,5737,142702,1451
2024,9,10,10.09.2024,3797429,5769,49835,8,0.01,3606343,5057,141251,704
2024,9,3,03.09.2024,3791660,5050,49827,7,0.0,3601286,4788,140547,255
2024,8,27,27.08.2024,3786610,4828,49820,2,0.0,3596498,3868,140292,958
2024,8,20,20.08.2024,3781782,3940,49818,2,0.0,3592630,3385,139334,553
2024,8,13,13.08.2024,3777842,3227,49816,4,0.0,3589245,2534,138781,689
2024,8,6,06.08.2024,3774615,2524,49812,,,3586711,1884,138092,640
2024,7,30,30.07.2024,3772091,1803,49812,6,0.0,3584827,1407,137452,390
2024,7,23,23.07.2024,3770288,1506,49806,7,0.01,3583420,1445,137062,54
2024,7,16,16.07.2024,3768782,1425,49799,7,0.01,3581975,1441,137008,-23
2024,7,9,09.07.2024,3767357,1534,49792,6,0.0,3580534,1442,137031,86
2024,7,2,02.07.2024,3765823,1394,49786,2,0.0,3579092,1276,136945,116
2024,6,25,25.06.2024,3764429,1299,49784,6,0.0,3577816,1278,136829,15
2024,6,18,18.06.2024,3763130,1294,49778,9,0.01,3576538,1719,136814,-434
2024,6,11,11.06.2024,3761836,1811,49769,9,0.01,3574819,2127,137248,-325
2024,6,4,04.06.2024,3760025,2222,49760,1,0.0,3572692,2208,137573,13
2024,5,28,28.05.2024,3757803,2224,49759,9,0.01,3570484,1932,137560,283
2024,5,21,21.05.2024,3755579,1915,49750,6,0.0,3568552,1277,137277,632
2024,5,14,14.05.2024,3753664,1243,49744,1,0.0,3567275,1461,136645,-219
2024,5,7,07.05.2024,3752421,1441,49743,2,0.0,3565814,2033,136864,-594
2024,4,30,30.04.2024,3750980,2124,49741,6,0.0,3563781,2204,137458,-86
2024,4,23,23.04.2024,3748856,2178,49735,7,0.01,3561577,2423,137544,-252
2024,4,16,16.04.2024,3746678,2461,49728,10,0.01,3559154,3008,137796,-557
2024,4,9,09.04.2024,3744217,3072,49718,10,0.01,3556146,3561,138353,-499
2024,4,2,02.04.2024,3741145,3599,49708,11,0.01,3552585,4220,138852,-632
2024,3,26,26.03.2024,3737546,4181,49697,13,0.01,3548365,4677,139484,-509
2024,3,19,19.03.2024,3733365,4991,49684,13,0.01,3543688,4989,139993,-11
2024,3,12,12.03.2024,3728374,4686,49671,11,0.01,3538699,6236,140004,-1561
2024,3,5,05.03.2024,3723688,6286,49660,16,0.01,3532463,6709,141565,-439
2024,2,27,27.02.2024,3717402,6750,49644,13,0.01,3525754,7982,142004,-1245
2024,2,20,20.02.2024,3710652,8162,49631,27,0.02,3517772,8102,143249,33
2024,2,13,13.02.2024,3702490,8312,49604,18,0.01,3509670,8012,143216,282
2024,2,6,06.02.2024,3694178,7819,49586,16,0.01,3501658,6470,142934,1333
2024,1,30,30.01.2024,3686359,6505,49570,18,0.01,3495188,5134,141601,1353
2024,1,23,23.01.2024,3679854,5066,49552,23,0.02,3490054,4220,140248,823
2024,1,16,16.01.2024,3674788,4272,49529,22,0.02,3485834,3554,139425,696
2024,1,9,09.01.2024,3670516,3649,49507,24,0.02,3482280,5888,138729,-2263
2024,1,2,02.01.2024,3666867,6658,49483,38,0.03,3476392,9952,140992,-3332
2023,12,26,26.12.2023,3660209,10061,49445,29,0.02,3466440,12983,144324,-2951
2023,12,19,19.12.2023,3650148,13330,49416,27,0.02,3453457,15473,147275,-2170
2023,12,12,12.12.2023,3636818,15855,49389,30,0.02,3437984,16940,149445,-1115
2023,12,5,05.12.2023,3620963,16738,49359,39,0.03,3421044,13964,150560,2735
2023,11,28,28.11.2023,3604225,13590,49320,19,0.01,3407080,10519,147825,3052
2023,11,21,21.11.2023,3590635,10201,49301,19,0.01,3396561,8389,144773,1793
2023,11,14,14.11.2023,3580434,8173,49282,13,0.01,3388172,7043,142980,1117
2023,11,7,07.11.2023,3572261,6936,49269,11,0.01,3381129,5407,141863,1518
2023,10,31,31.10.2023,3565325,5329,49258,8,0.01,3375722,4483,140345,838
2023,10,24,24.10.2023,3559996,4392,49250,8,0.01,3371239,3971,139507,413
2023,10,17,17.10.2023,3555604,3838,49242,10,0.01,3367268,3612,139094,216
2023,10,10,10.10.2023,3551766,3622,49232,5,0.0,3363656,4162,138878,-545
2023,10,3,03.10.2023,3548144,4193,49227,5,0.0,3359494,4813,139423,-625
2023,9,26,26.09.2023,3543951,4914,49222,7,0.0,3354681,4688,140048,219
2023,9,19,19.09.2023,3539037,4617,49215,3,0.0,3349993,3246,139829,1368
2023,9,12,12.09.2023,3534420,3040,49212,1,0.0,3346747,1894,138461,1145
2023,9,5,05.09.2023,3531380,1857,49211,1,0.0,3344853,1386,137316,470
2023,8,29,29.08.2023,3529523,1294,49210,1,0.0,3343467,971,136846,322
2023,8,22,22.08.2023,3528229,967,49209,11,0.01,3342496,789,136524,167
2023,8,15,15.08.2023,3527262,787,49198,28,0.02,3341707,724,136357,35
2023,8,8,08.08.2023,3526475,701,49170,26,0.02,3340983,614,136322,61
2023,8,1,01.08.2023,3525774,611,49144,25,0.02,3340369,688,136261,-102
2023,7,25,25.07.2023,3525163,693,49119,19,0.01,3339681,565,136363,109
2023,7,18,18.07.2023,3524470,575,49100,26,0.02,3339116,594,136254,-45
2023,7,11,11.07.2023,3523895,593,49074,27,0.02,3338522,729,136299,-163
2023,7,4,04.07.2023,3523302,766,49047,30,0.02,3337793,1012,136462,-276
2023,6,27,27.06.2023,3522536,968,49017,43,0.03,3336781,1083,136738,-158
2023,6,20,20.06.2023,3521568,1197,48974,41,0.03,3335698,1362,136896,-206
2023,6,13,13.06.2023,3520371,1219,48933,35,0.03,3334336,1581,137102,-397
2023,6,6,06.06.2023,3519152,1602,48898,32,0.02,3332755,2276,137499,-706
2023,5,30,30.05.2023,3517793,2314,48874,37,0.03,3330753,2505,138166,-228
2023,5,23,23.05.2023,3515479,2516,48837,43,0.03,3328248,2658,138394,-185
2023,5,16,16.05.2023,3512720,2707,48786,50,0.04,3325316,3271,138618,-614
2023,5,15,15.05.2023,3512963,243,48794,8,0.01,3325590,274,138579,-39
2023,5,14,14.05.2023,3512720,453,48786,7,0.01,3325316,365,138618,81
2023,5,13,13.05.2023,3512267,442,48779,5,0.0,3324951,383,138537,54
2023,5,12,12.05.2023,3511825,602,48774,8,0.01,3324568,488,138483,106
2023,5,11,11.05.2023,3511223,265,48766,9,0.01,3324080,554,138377,-298
2023,5,10,10.05.2023,3510958,301,48757,7,0.01,3323526,741,138675,-447
2023,5,9,09.05.2023,3510013,3331,48736,46,0.03,3322045,5161,139232,-1876
2023,5,8,08.05.2023,3510386,373,48744,8,0.01,3322412,367,139230,-2
2023,5,7,07.05.2023,3510013,378,48736,5,0.0,3322045,412,139232,-39
2023,5,6,06.05.2023,3509635,488,48731,6,0.0,3321633,684,139271,-202
2023,5,5,05.05.2023,3509147,577,48725,8,0.01,3320949,808,139473,-239
2023,5,4,04.05.2023,3508570,763,48717,7,0.01,3320141,955,139712,-199
2023,5,3,03.05.2023,3507807,358,48710,7,0.01,3319186,942,139911,-591
2023,5,2,02.05.2023,3507449,353,48703,8,0.01,3318244,768,140502,-423
2023,5,1,01.05.2023,3507096,414,48695,5,0.0,3317476,592,140925,-183
2023,4,30,30.04.2023,3506682,671,48690,7,0.0,3316884,555,141108,109
2023,4,29,29.04.2023,3506011,763,48683,6,0.0,3316329,744,140999,13
2023,4,28,28.04.2023,3505248,926,48677,5,0.0,3315585,936,140986,-15
2023,4,27,27.04.2023,3504322,904,48672,7,0.0,3314649,962,141001,-65
2023,4,26,26.04.2023,3503418,934,48665,6,0.0,3313687,1052,141066,-124
2023,4,25,25.04.2023,3502484,569,48659,9,0.01,3312635,1090,141190,-530
2023,4,24,24.04.2023,3501915,593,48650,8,0.01,3311545,595,141720,-10
2023,4,23,23.04.2023,3501322,715,48642,9,0.01,3310950,604,141730,102
2023,4,22,22.04.2023,3500607,927,48633,8,0.01,3310346,932,141628,-13
2023,4,21,21.04.2023,3499680,977,48625,8,0.01,3309414,893,141641,76
2023,4,20,20.04.2023,3498703,1075,48617,7,0.0,3308521,1154,141565,-86
2023,4,19,19.04.2023,3497628,987,48610,9,0.01,3307367,1126,141651,-148
2023,4,18,18.04.2023,3496641,596,48601,10,0.01,3306241,1342,141799,-756
2023,4,17,17.04.2023,3496045,570,48591,8,0.01,3304899,687,142555,-125
2023,4,16,16.04.2023,3495475,926,48583,7,0.0,3304212,829,142680,90
2023,4,15,15.04.2023,3494549,848,48576,8,0.01,3303383,867,142590,-27
2023,4,14,14.04.2023,3493701,1193,48568,7,0.0,3302516,1324,142617,-138
2023,4,13,13.04.2023,3492508,1171,48561,8,0.01,3301192,1142,142755,21
2023,4,12,12.04.2023,3491337,1292,48553,9,0.01,3300050,1568,142734,-285
2023,4,11,11.04.2023,3490045,656,48544,7,0.0,3298482,1680,143019,-1031
2023,4,10,10.04.2023,3489389,790,48537,9,0.01,3296802,971,144050,-190
2023,4,9,09.04.2023,3488599,887,48528,8,0.01,3295831,902,144240,-23
2023,4,8,08.04.2023,3487712,1317,48520,8,0.01,3294929,1379,144263,-70
2023,4,7,07.04.2023,3486395,1140,48512,9,0.01,3293550,1401,144333,-270
2023,4,6,06.04.2023,3485255,1589,48503,8,0.01,3292149,1544,144603,37
2023,4,5,05.04.2023,3483666,1519,48495,6,0.0,3290605,1806,144566,-293
2023,4,4,04.04.2023,3482147,965,48489,9,0.01,3288799,2259,144859,-1303
2023,4,3,03.04.2023,3481182,909,48480,8,0.01,3286540,989,146162,-88
2023,4,2,02.04.2023,3480273,1358,48472,7,0.0,3285551,1221,146250,130
2023,4,1,01.04.2023,3478915,1302,48465,8,0.01,3284330,1361,146120,-67
2023,3,31,31.03.2023,3477613,1549,48457,7,0.0,3282969,1773,146187,-231
2023,3,30,30.03.2023,3476064,1771,48450,6,0.0,3281196,1820,146418,-55
2023,3,29,29.03.2023,3474293,2134,48444,7,0.0,3279376,2044,146473,83
2023,3,28,28.03.2023,3472159,973,48437,8,0.01,3277332,2265,146390,-1300
2023,3,27,27.03.2023,3471186,1333,48429,7,0.0,3275067,1118,147690,208
2023,3,26,26.03.2023,3469853,1356,48422,6,0.0,3273949,1122,147482,228
2023,3,25,25.03.2023,3468497,1897,48416,9,0.01,3272827,1709,147254,179
2023,3,24,24.03.2023,3466600,1780,48407,7,0.0,3271118,2168,147075,-395
2023,3,23,23.03.2023,3464820,2013,48400,6,0.0,3268950,1752,147470,255
2023,3,22,22.03.2023,3462807,2259,48394,8,0.01,3267198,2332,147215,-81
2023,3,21,21.03.2023,3460548,1092,48386,8,0.01,3264866,2397,147296,-1313
2023,3,20,20.03.2023,3459456,1282,48378,5,0.0,3262469,1414,148609,-137
2023,3,19,19.03.2023,3458174,1700,48373,7,0.0,3261055,1693,148746,
2023,3,18,18.03.2023,3456474,2195,48366,6,0.0,3259362,2038,148746,151
2023,3,17,17.03.2023,3454279,1734,48360,7,0.0,3257324,2234,148595,-507
2023,3,16,16.03.2023,3452545,2258,48353,5,0.0,3255090,1354,149102,899
2023,3,15,15.03.2023,3450287,2373,48348,6,0.0,3253736,2439,148203,-72
2023,3,14,14.03.2023,3447914,1411,48342,8,0.01,3251297,2350,148275,-947
2023,3,13,13.03.2023,3446503,1699,48334,6,0.0,3248947,1457,149222,236
2023,3,12,12.03.2023,3444804,2015,48328,6,0.0,3247490,1576,148986,433
2023,3,11,11.03.2023,3442789,2214,48322,7,0.0,3245914,2121,148553,86
2023,3,10,10.03.2023,3440575,1327,48315,9,0.01,3243793,2411,148467,-1093
2023,3,9,09.03.2023,3439248,2404,48306,11,0.01,3241382,2447,149560,-54
2023,3,8,08.03.2023,3436844,2368,48295,10,0.01,3238935,2743,149614,-385
2023,3,7,07.03.2023,3434476,1448,48285,12,0.01,3236192,3456,149999,-2020
2023,3,6,06.03.2023,3433028,1588,48273,11,0.01,3232736,1934,152019,-357
2023,3,5,05.03.2023,3431440,2056,48262,12,0.01,3230802,1790,152376,254
2023,3,4,04.03.2023,3429384,2399,48250,10,0.01,3229012,1433,152122,956
2023,3,3,03.03.2023,3426985,2427,48240,12,0.01,3227579,1722,151166,693
2023,3,2,02.03.2023,3424558,2788,48228,11,0.01,3225857,2244,150473,533
2023,3,1,01.03.2023,3421770,3413,48217,12,0.01,3223613,2868,149940,533
2023,2,28,28.02.2023,3418357,1914,48205,11,0.01,3220745,3149,149407,-1246
2023,2,27,27.02.2023,3416443,1778,48194,12,0.01,3217596,1850,150653,-84
2023,2,26,26.02.2023,3414665,1419,48182,12,0.01,3215746,1958,150737,-551
2023,2,25,25.02.2023,3413246,1705,48170,13,0.01,3213788,2490,151288,-798
2023,2,24,24.02.2023,3411541,2250,48157,10,0.01,3211298,2867,152086,-627
2023,2,23,23.02.2023,3409291,2947,48147,12,0.01,3208431,3338,152713,-403
2023,2,22,22.02.2023,3406344,3093,48135,11,0.01,3205093,3750,153116,-668
2023,2,21,21.02.2023,3403251,1821,48124,12,0.01,3201343,3748,153784,-1939
2023,2,20,20.02.2023,3401430,1940,48112,10,0.01,3197595,1830,155723,100
2023,2,19,19.02.2023,3399490,2547,48102,11,0.01,3195765,2418,155623,118
2023,2,18,18.02.2023,3396943,2854,48091,12,0.01,3193347,2688,155505,154
2023,2,17,17.02.2023,3394089,3196,48079,11,0.01,3190659,3028,155351,157
2023,2,16,16.02.2023,3390893,3782,48068,11,0.01,3187631,2987,155194,784
2023,2,15,15.02.2023,3387111,3862,48057,10,0.01,3184644,3566,154410,286
2023,2,14,14.02.2023,3383249,1862,48047,12,0.01,3181078,3115,154124,-1265
2023,2,13,13.02.2023,3381387,2403,48035,11,0.01,3177963,1577,155389,815
2023,2,12,12.02.2023,3378984,2658,48024,10,0.01,3176386,1750,154574,898
2023,2,11,11.02.2023,3376326,3043,48014,12,0.01,3174636,2391,153676,640
2023,2,10,10.02.2023,3373283,2952,48002,11,0.01,3172245,2320,153036,621
2023,2,9,09.02.2023,3370331,3535,47991,10,0.01,3169925,2812,152415,713
2023,2,8,08.02.2023,3366796,3116,47981,12,0.01,3167113,2930,151702,174
2023,2,7,07.02.2023,3363680,1523,47969,10,0.01,3164183,3173,151528,-1660
2023,2,6,06.02.2023,3362157,1815,47959,12,0.01,3161010,1329,153188,474
2023,2,5,05.02.2023,3360342,2382,47947,11,0.01,3159681,1470,152714,901
2023,2,4,04.02.2023,3357960,2337,47936,11,0.01,3158211,1969,151813,357
2023,2,3,03.02.2023,3355623,2800,47925,13,0.01,3156242,2132,151456,655
2023,2,2,02.02.2023,3352823,2925,47912,12,0.01,3154110,2240,150801,673
2023,2,1,01.02.2023,3349898,3160,47900,11,0.01,3151870,2444,150128,705
2023,1,31,31.01.2023,3346738,1359,47889,13,0.01,3149426,2458,149423,-1112
2023,1,30,30.01.2023,3345379,1519,47876,12,0.01,3146968,1376,150535,131
2023,1,29,29.01.2023,3343860,1967,47864,11,0.01,3145592,1207,150404,749
2023,1,28,28.01.2023,3341893,2117,47853,11,0.01,3144385,1763,149655,343
2023,1,27,27.01.2023,3339776,2234,47842,12,0.01,3142622,1937,149312,285
2023,1,26,26.01.2023,3337542,2411,47830,10,0.01,3140685,2121,149027,280
2023,1,25,25.01.2023,3335131,2424,47820,11,0.01,3138564,2013,148747,400
2023,1,24,24.01.2023,3332707,1362,47809,12,0.01,3136551,2063,148347,-713
2023,1,23,23.01.2023,3331345,1241,47797,12,0.01,3134488,1128,149060,101
2023,1,22,22.01.2023,3330104,1755,47785,11,0.01,3133360,1196,148959,548
2023,1,21,21.01.2023,3328349,1921,47774,13,0.01,3132164,1393,148411,515
2023,1,20,20.01.2023,3326428,2038,47761,12,0.01,3130771,1547,147896,479
2023,1,19,19.01.2023,3324390,2005,47749,11,0.01,3129224,1747,147417,247
2023,1,18,18.01.2023,3322385,2051,47738,12,0.01,3127477,1580,147170,459
2023,1,17,17.01.2023,3320334,1124,47726,14,0.01,3125897,1685,146711,-575
2023,1,16,16.01.2023,3319210,1228,47712,13,0.01,3124212,1128,147286,87
2023,1,15,15.01.2023,3317982,1376,47699,15,0.01,3123084,875,147199,486
2023,1,14,14.01.2023,3316606,1585,47684,14,0.01,3122209,1005,146713,566
2023,1,13,13.01.2023,3315021,1728,47670,16,0.01,3121204,1063,146147,649
2023,1,12,12.01.2023,3313293,1539,47654,15,0.01,3120141,1166,145498,358
2023,1,11,11.01.2023,3311754,1678,47639,14,0.01,3118975,1087,145140,577
2023,1,10,10.01.2023,3310076,1123,47625,16,0.01,3117888,1069,144563,38
2023,1,9,09.01.2023,3308953,793,47609,15,0.01,3116819,569,144525,209
2023,1,8,08.01.2023,3308160,974,47594,16,0.01,3116250,757,144316,201
2023,1,7,07.01.2023,3307186,1052,47578,16,0.01,3115493,1151,144115,-115
2023,1,6,06.01.2023,3306134,1156,47562,14,0.01,3114342,1265,144230,-123
2023,1,5,05.01.2023,3304978,1073,47548,15,0.01,3113077,1452,144353,-394
2023,1,4,04.01.2023,3303905,1046,47533,13,0.01,3111625,1665,144747,-632
2023,1,3,03.01.2023,3302859,544,47520,16,0.01,3109960,1881,145379,-1353
2023,1,2,02.01.2023,3302315,751,47504,12,0.01,3108079,1067,146732,-328
2023,1,1,01.01.2023,3301564,1161,47492,15,0.01,3107012,1082,147060,64
2022,12,31,31.12.2022,3300403,1283,47477,14,0.01,3105930,1420,146996,-151
2022,12,30,30.12.2022,3299120,1420,47463,13,0.01,3104510,1659,147147,-252
2022,12,29,29.12.2022,3297700,1661,47450,15,0.01,3102851,1706,147399,-60
2022,12,28,28.12.2022,3296039,1873,47435,17,0.01,3101145,1785,147459,71
2022,12,27,27.12.2022,3294166,1076,47418,16,0.01,3099360,1872,147388,-812
2022,12,26,26.12.2022,3293090,1024,47402,17,0.01,3097488,970,148200,37
2022,12,25,25.12.2022,3292066,1475,47385,15,0.01,3096518,1027,148163,433
2022,12,24,24.12.2022,3290591,1622,47370,16,0.01,3095491,1261,147730,345
2022,12,23,23.12.2022,3288969,1698,47354,15,0.01,3094230,1506,147385,177
2022,12,22,22.12.2022,3287271,1709,47339,17,0.01,3092724,2101,147208,-409
2022,12,21,21.12.2022,3285562,1929,47322,16,0.01,3090623,1633,147617,280
2022,12,20,20.12.2022,3283633,940,47306,17,0.01,3088990,1837,147337,-914
2022,12,19,19.12.2022,3282693,1110,47289,16,0.01,3087153,1005,148251,89
2022,12,18,18.12.2022,3281583,1282,47273,15,0.01,3086148,1171,148162,96
2022,12,17,17.12.2022,3280301,1396,47258,17,0.01,3084977,1296,148066,83
2022,12,16,16.12.2022,3278905,2131,47241,16,0.01,3083681,1266,147983,849
2022,12,15,15.12.2022,3276774,1692,47225,14,0.01,3082415,1463,147134,215
2022,12,14,14.12.2022,3275082,1847,47211,15,0.01,3080952,1701,146919,131
2022,12,13,13.12.2022,3273235,1018,47196,17,0.01,3079251,1713,146788,-712
2022,12,12,12.12.2022,3272217,1213,47179,16,0.01,3077538,968,147500,229
2022,12,11,11.12.2022,3271004,1237,47163,17,0.01,3076570,960,147271,260
2022,12,10,10.12.2022,3269767,1267,47146,17,0.01,3075610,1202,147011,48
2022,12,9,09.12.2022,3268500,1439,47129,15,0.01,3074408,1168,146963,256
2022,12,8,08.12.2022,3267061,1697,47114,16,0.01,3073240,1194,146707,487
2022,12,7,07.12.2022,3265364,1727,47098,17,0.01,3072046,1303,146220,407
2022,12,6,06.12.2022,3263637,963,47081,17,0.01,3070743,1456,145813,-510
2022,12,5,05.12.2022,3262674,958,47064,15,0.01,3069287,932,146323,11
2022,12,4,04.12.2022,3261716,1136,47049,17,0.01,3068355,790,146312,329
2022,12,3,03.12.2022,3260580,1187,47032,16,0.01,3067565,1074,145983,97
2022,12,2,02.12.2022,3259393,1190,47016,14,0.01,3066491,1232,145886,-56
2022,12,1,01.12.2022,3258203,1390,47002,15,0.01,3065259,1040,145942,335
2022,11,30,30.11.2022,3256813,1405,46987,16,0.01,3064219,1079,145607,310
2022,11,29,29.11.2022,3255408,912,46971,15,0.01,3063140,1329,145297,-432
2022,11,28,28.11.2022,3254496,783,46956,12,0.01,3061811,632,145729,139
2022,11,27,27.11.2022,3253713,1061,46944,14,0.01,3061179,683,145590,364
2022,11,26,26.11.2022,3252652,1212,46930,13,0.01,3060496,847,145226,352
2022,11,25,25.11.2022,3251440,1074,46917,12,0.01,3059649,759,144874,303
2022,11,24,24.11.2022,3250366,1058,46905,14,0.01,3058890,810,144571,234
2022,11,23,23.11.2022,3249308,1351,46891,12,0.01,3058080,1098,144337,241
2022,11,22,22.11.2022,3247957,625,46879,13,0.01,3056982,1030,144096,-418
2022,11,21,21.11.2022,3247332,697,46866,11,0.01,3055952,533,144514,153
2022,11,20,20.11.2022,3246635,808,46855,12,0.01,3055419,631,144361,165
2022,11,19,19.11.2022,3245827,727,46843,10,0.01,3054788,865,144196,-148
2022,11,18,18.11.2022,3245100,823,46833,12,0.01,3053923,931,144344,-120
2022,11,17,17.11.2022,3244277,1073,46821,11,0.01,3052992,911,144464,151
2022,11,16,16.11.2022,3243204,1041,46810,12,0.01,3052081,966,144313,63
2022,11,15,15.11.2022,3242163,522,46798,13,0.01,3051115,1126,144250,-617
2022,11,14,14.11.2022,3241641,635,46785,12,0.01,3049989,621,144867,2
2022,11,13,13.11.2022,3241006,854,46773,13,0.01,3049368,554,144865,287
2022,11,12,12.11.2022,3240152,975,46760,11,0.01,3048814,436,144578,528
2022,11,11,11.11.2022,3239177,925,46749,12,0.01,3048378,629,144050,284
2022,11,10,10.11.2022,3238252,979,46737,12,0.01,3047749,754,143766,213
2022,11,9,09.11.2022,3237273,1124,46725,11,0.01,3046995,866,143553,247
2022,11,8,08.11.2022,3236149,616,46714,13,0.01,3046129,960,143306,-357
2022,11,7,07.11.2022,3235533,590,46701,12,0.01,3045169,492,143663,86
2022,11,6,06.11.2022,3234943,402,46689,13,0.01,3044677,572,143577,-183
2022,11,5,05.11.2022,3234541,623,46676,11,0.01,3044105,733,143760,-121
2022,11,4,04.11.2022,3233918,757,46665,12,0.01,3043372,780,143881,-35
2022,11,3,03.11.2022,3233161,843,46653,13,0.01,3042592,760,143916,70
2022,11,2,02.11.2022,3232318,966,46640,10,0.01,3041832,913,143846,43
2022,11,1,01.11.2022,3231352,485,46630,11,0.01,3040919,1062,143803,-588
2022,10,31,31.10.2022,3230867,579,46619,11,0.01,3039857,529,144391,39
2022,10,30,30.10.2022,3230288,730,46608,12,0.01,3039328,594,144352,124
2022,10,29,29.10.2022,3229558,759,46596,13,0.01,3038734,757,144228,-11
2022,10,28,28.10.2022,3228799,762,46583,9,0.01,3037977,823,144239,-70
2022,10,27,27.10.2022,3228037,928,46574,12,0.01,3037154,675,144309,241
2022,10,26,26.10.2022,3227109,1039,46562,11,0.01,3036479,742,144068,286
2022,10,25,25.10.2022,3226070,501,46551,13,0.01,3035737,1273,143782,-785
2022,10,24,24.10.2022,3225569,555,46538,15,0.01,3034464,603,144567,-63
2022,10,23,23.10.2022,3225014,756,46523,16,0.01,3033861,683,144630,57
2022,10,22,22.10.2022,3224258,865,46507,18,0.01,3033178,1002,144573,-155
2022,10,21,21.10.2022,3223393,660,46489,19,0.01,3032176,1092,144728,-451
2022,10,20,20.10.2022,3222733,711,46470,17,0.01,3031084,1232,145179,-538
2022,10,19,19.10.2022,3222022,1257,46453,18,0.01,3029852,1274,145717,-35
2022,10,18,18.10.2022,3220765,606,46435,20,0.01,3028578,1588,145752,-1002
2022,10,17,17.10.2022,3220159,676,46415,19,0.01,3026990,878,146754,-221
2022,10,16,16.10.2022,3219483,948,46396,18,0.01,3026112,892,146975,38
2022,10,15,15.10.2022,3218535,911,46378,21,0.01,3025220,1239,146937,-349
2022,10,14,14.10.2022,3217624,1167,46357,19,0.01,3023981,1569,147286,-421
2022,10,13,13.10.2022,3216457,1268,46338,17,0.01,3022412,1683,147707,-432
2022,10,12,12.10.2022,3215189,1561,46321,20,0.01,3020729,1942,148139,-401
2022,10,11,11.10.2022,3213628,880,46301,22,0.01,3018787,2541,148540,-1683
2022,10,10,10.10.2022,3212748,887,46279,21,0.01,3016246,1450,150223,-584
2022,10,9,09.10.2022,3211861,1266,46258,23,0.02,3014796,1585,150807,-342
2022,10,8,08.10.2022,3210595,1553,46235,22,0.01,3013211,2282,151149,-751
2022,10,7,07.10.2022,3209042,1624,46213,23,0.02,3010929,2247,151900,-646
2022,10,6,06.10.2022,3207418,1962,46190,26,0.02,3008682,3367,152546,-1431
2022,10,5,05.10.2022,3205456,2512,46164,30,0.02,3005315,3565,153977,-1083
2022,10,4,04.10.2022,3202944,1442,46134,28,0.02,3001750,4040,155060,-2626
2022,10,3,03.10.2022,3201502,1528,46106,24,0.02,2997710,2275,157686,-771
2022,10,2,02.10.2022,3199974,2205,46082,26,0.02,2995435,2250,158457,-71
2022,10,1,01.10.2022,3197769,2221,46056,24,0.02,2993185,3446,158528,-1249
2022,9,30,30.09.2022,3195548,3341,46032,28,0.02,2989739,4963,159777,-1650
2022,9,29,29.09.2022,3192207,3216,46004,27,0.02,2984776,6013,161427,-2824
2022,9,28,28.09.2022,3188991,4041,45977,29,0.02,2978763,6019,164251,-2007
2022,9,27,27.09.2022,3184950,2089,45948,28,0.02,2972744,6716,166258,-4655
2022,9,26,26.09.2022,3182861,2438,45920,27,0.02,2966028,4354,170913,-1943
2022,9,25,25.09.2022,3180423,3409,45893,29,0.02,2961674,4038,172856,-658
2022,9,24,24.09.2022,3177014,4101,45864,31,0.02,2957636,5554,173514,-1484
