feature,shap_value_log,abs_shap_value_log,feature_value,expected_value_log,prediction_log,prediction_cases
ws_потеря_вкуса_denoised_lagbest,-0.007415912106722577,0.007415912106722577,153.0,8.448661798214983,7.007330671999484,1103.7017543989432
cases_log1p_lag_3,-0.0068783546944608765,0.0068783546944608765,6.904750769961838,8.448661798214983,7.007330671999484,1103.7017543989432
ws_share_сатурация_lagbest,-0.006488648054629645,0.006488648054629645,0.00125,8.448661798214983,7.007330671999484,1103.7017543989432
ws_group_total,-0.006421953609073966,0.006421953609073966,213127.0,8.448661798214983,7.007330671999484,1103.7017543989432
ws_нет_запахов_denoised_lagbest,-0.00633328107521252,0.00633328107521252,1188.0,8.448661798214983,7.007330671999484,1103.7017543989432
ws_share_пневмония_lagbest,-0.006141676656175853,0.006141676656175853,0.0105,8.448661798214983,7.007330671999484,1103.7017543989432
ws_share_нет_запахов_lagbest,-0.005525432477882754,0.005525432477882754,0.0002,8.448661798214983,7.007330671999484,1103.7017543989432
ws_total_spike_ratio,0.005044285711595087,0.005044285711595087,1.1707525723727492,8.448661798214983,7.007330671999484,1103.7017543989432
cases_lag_3,-0.004902619986311619,0.004902619986311619,996.0,8.448661798214983,7.007330671999484,1103.7017543989432
temp_max,-0.00432515865766509,0.00432515865766509,9.9,8.448661798214983,7.007330671999484,1103.7017543989432
ws_кт_легких_denoised_lagbest,-0.004318900204240758,0.004318900204240758,6978.0,8.448661798214983,7.007330671999484,1103.7017543989432
ws_total_denoised_roll_mean_4,-0.004303367307814203,0.004303367307814203,246952.0,8.448661798214983,7.007330671999484,1103.7017543989432
ws_total_denoised,0.0040070513900479455,0.0040070513900479455,258056.0,8.448661798214983,7.007330671999484,1103.7017543989432
ws_group_disease,-0.003925053188338949,0.003925053188338949,54794.0,8.448661798214983,7.007330671999484,1103.7017543989432
ws_total_denoised_roll_mean_8,-0.0038889199104897468,0.0038889199104897468,230283.5,8.448661798214983,7.007330671999484,1103.7017543989432
ws_group_specific_symptoms,-0.003822312340875326,0.003822312340875326,16584.0,8.448661798214983,7.007330671999484,1103.7017543989432
cases_lag_8,0.003760118821794562,0.003760118821794562,1280.0,8.448661798214983,7.007330671999484,1103.7017543989432
month,-0.0035135567455947857,0.0035135567455947857,3.0,8.448661798214983,7.007330671999484,1103.7017543989432
temp_mean_lag_1,0.003350289552521067,0.003350289552521067,5.829,8.448661798214983,7.007330671999484,1103.7017543989432
pressure_mean,-0.003132395906030382,0.003132395906030382,752.189,8.448661798214983,7.007330671999484,1103.7017543989432
ws_боль_в_горле_denoised_lagbest,0.002637889828389411,0.002637889828389411,19004.0,8.448661798214983,7.007330671999484,1103.7017543989432
ws_пневмония_denoised_lagbest,-0.002525454008071499,0.002525454008071499,59573.0,8.448661798214983,7.007330671999484,1103.7017543989432
cases_lag_4,-0.002383684791335167,0.002383684791335167,939.0,8.448661798214983,7.007330671999484,1103.7017543989432
temp_range,-0.002347791579954803,0.002347791579954803,17.1,8.448661798214983,7.007330671999484,1103.7017543989432
ws_сатурация_denoised_lagbest,-0.0022809407073099987,0.0022809407073099987,7227.0,8.448661798214983,7.007330671999484,1103.7017543989432
precip_sum_lag_1,0.0020999980348302603,0.0020999980348302603,22.2,8.448661798214983,7.007330671999484,1103.7017543989432
ws_ломота_denoised_lagbest,0.0020675274453887393,0.0020675274453887393,2291.0,8.448661798214983,7.007330671999484,1103.7017543989432
wind_speed_mean,-0.0019017515069280194,0.0019017515069280194,1.036,8.448661798214983,7.007330671999484,1103.7017543989432
ws_share_ломота_lagbest,-0.0017435017022702345,0.0017435017022702345,0.00039,8.448661798214983,7.007330671999484,1103.7017543989432
temp_min,-0.0016832611816418282,0.0016832611816418282,-7.2,8.448661798214983,7.007330671999484,1103.7017543989432
weekofyear_cos,0.001400747720797914,0.001400747720797914,0.120536680255323,8.448661798214983,7.007330671999484,1103.7017543989432
cases_roll_std_8,-0.0011849133684907482,0.0011849133684907482,173.49598595615046,8.448661798214983,7.007330671999484,1103.7017543989432
cases_roll_mean_8,-0.0011709422305128865,0.0011709422305128865,989.5,8.448661798214983,7.007330671999484,1103.7017543989432
ws_group_complications_treatment,-0.0010563346535284383,0.0010563346535284383,66697.0,8.448661798214983,7.007330671999484,1103.7017543989432
ws_share_боль_в_горле_lagbest,-0.0007378556917463552,0.0007378556917463552,0.0033,8.448661798214983,7.007330671999484,1103.7017543989432
precip_sum,0.000705331862956204,0.000705331862956204,8.2,8.448661798214983,7.007330671999484,1103.7017543989432
school_break_days,-0.00044422610857699655,0.00044422610857699655,0.0,8.448661798214983,7.007330671999484,1103.7017543989432
restriction_level,-0.0004244689838106335,0.0004244689838106335,0.0,8.448661798214983,7.007330671999484,1103.7017543989432
ws_одышка_denoised_lagbest,-0.0003598107641478209,0.0003598107641478209,7301.0,8.448661798214983,7.007330671999484,1103.7017543989432
temp_mean,-0.00024072838386450903,0.00024072838386450903,1.446,8.448661798214983,7.007330671999484,1103.7017543989432
month_cos,-0.00022674358117658717,0.00022674358117658717,6.123233995736766e-17,8.448661798214983,7.007330671999484,1103.7017543989432
nonworking_days_total,-0.0002171890593148928,0.0002171890593148928,2.0,8.448661798214983,7.007330671999484,1103.7017543989432
cases_acceleration_1w,-0.00015455512880922212,0.00015455512880922212,-0.1176902608588655,8.448661798214983,7.007330671999484,1103.7017543989432
is_school_start_week,-3.4511800869045305e-05,3.4511800869045305e-05,0.0,8.448661798214983,7.007330671999484,1103.7017543989432
holiday_days,-2.2388380583476053e-05,2.2388380583476053e-05,0.0,8.448661798214983,7.007330671999484,1103.7017543989432
ws_total_spike_flags,-1.779215104609832e-06,1.779215104609832e-06,1.0,8.448661798214983,7.007330671999484,1103.7017543989432
mask_mandate,0.0,0.0,0.0,8.448661798214983,7.007330671999484,1103.7017543989432
short_work_days,0.0,0.0,0.0,8.448661798214983,7.007330671999484,1103.7017543989432
is_school_break_week,0.0,0.0,0.0,8.448661798214983,7.007330671999484,1103.7017543989432
is_new_year_period,0.0,0.0,0.0,8.448661798214983,7.007330671999484,1103.7017543989432
is_may_holiday_period,0.0,0.0,0.0,8.448661798214983,7.007330671999484,1103.7017543989432
remote_work,0.0,0.0,0.0,8.448661798214983,7.007330671999484,1103.7017543989432
is_holiday_week,0.0,0.0,0.0,8.448661798214983,7.007330671999484,1103.7017543989432
weekend_days,0.0,0.0,2.0,8.448661798214983,7.007330671999484,1103.7017543989432
